JC01,2024-03-20,2024-03-19,0.1,2.52,1.434285714285714,0.7,0.2142857142857143,-3.7,0.2142857142857143,-59.34562369827006,0,JC01xy夹角三级预警,3,JC01h夹角正常,0
JC02,2024-03-20,2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,JC02xy夹角正常,0,JC02h夹角正常,0
JC03,2024-03-20,2024-03-19,0.41,0.73,1.194285714285714,-2.3,-0.8714285714285713,-5.3,-0.8714285714285713,-14.99964671363005,0,JC03xy夹角正常,0,JC03h夹角正常,0
JC05,2024-03-20,2024-03-19,0.42,0.45,1.207142857142857,-0.2,-0.6428571428571429,-5.1,-0.6428571428571429,-1.423625739899891,0,JC05xy夹角正常,0,JC05h夹角正常,0
JC06,2024-03-20,2024-03-19,0.81,1.63,1.625714285714286,-0.7,-0.5571428571428572,-3.8,-0.5571428571428572,-26.7660881749126,0,JC06xy夹角正常,0,JC06h夹角正常,0
JC07,2024-03-20,2024-03-19,0.82,1.14,0.8128571428571428,0.7,0.2857142857142857,0.0,0.2857142857142857,-21.4882258362204,45,JC07xy夹角正常,0,JC07h夹角正常,0
JC08,2024-03-20,2024-03-19,0.92,0.63,0.8685714285714285,2.0,0.5428571428571428,-0.5,0.5428571428571428,18.46321511540588,0,JC08xy夹角正常,0,JC08h夹角正常,0
JC09,2024-03-20,2024-03-19,1.1,0.41,0.8857142857142856,1.4,0.04285714285714283,-4.0,0.04285714285714283,37.91974097450094,0,JC09xy夹角正常,0,JC09h夹角正常,0
JC10,2024-03-20,2024-03-19,0.72,0.81,0.7328571428571429,0.6,-0.1714285714285715,-2.7,-0.1714285714285715,-7.001267557495348,0,JC10xy夹角正常,0,JC10h夹角正常,0
JC11,2024-03-20,2024-03-19,0.5,0.78,0.6042857142857142,0.7,-0.09999999999999996,-2.3,-0.09999999999999996,-24.86097687841775,0,JC11xy夹角正常,0,JC11h夹角正常,0
JC12,2024-03-20,2024-03-19,10.56,3.7,12.74428571428571,-26.7,-37.9,-16.7,-37.9,28.2927122103373,0,JC12xy夹角正常,0, JC12h夹角正常,0
JC13,2024-03-20,2024-03-19,0.7,0.41,0.7271428571428571,0.9,-0.7714285714285712,-6.1,-0.7714285714285712,21.74316235679405,0,JC13xy夹角正常,0,JC13h夹角正常,0
JC15,2024-03-20,2024-03-19,0.51,0.5,0.4942857142857143,0.4,-0.3714285714285715,-2.0,-0.3714285714285715,1.159005058893394,0,JC15xy夹角正常,0,JC15h夹角正常,0
JC16,2024-03-20,2024-03-19,1.06,0.42,0.8271428571428571,1.3,-0.9571428571428572,-7.0,-0.9571428571428572,37.73083499515475,0,JC16xy夹角正常,0,JC16h夹角正常,0
